IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.73.92,80,80,false,SIN,Asia Pacific,Singapore,6,9.75
8.219.126.240,8880,8880,false,SIN,Asia Pacific,Singapore,197,9.75
8.219.114.223,8443,8443,true,SIN,Asia Pacific,Singapore,70,9.75
8.219.137.50,2087,2087,true,SIN,Asia Pacific,Singapore,62,9.75
8.219.103.65,2095,2095,false,SIN,Asia Pacific,Singapore,7,9.75
47.74.32.38,8080,8080,false,NRT,Asia Pacific,Tokyo,443,9.75
8.219.120.112,8880,8880,false,SIN,Asia Pacific,Singapore,19,9.75
47.245.83.153,2087,2087,true,SIN,Asia Pacific,Singapore,71,9.75
8.219.114.221,80,80,false,SIN,Asia Pacific,Singapore,254,9.75
47.245.59.188,8443,8443,true,NRT,Asia Pacific,Tokyo,254,9.75
8.219.195.47,2082,2082,false,SIN,Asia Pacific,Singapore,236,9.74
8.219.140.63,80,80,false,SIN,Asia Pacific,Singapore,30,9.74
8.219.145.245,2052,2052,false,SIN,Asia Pacific,Singapore,18,9.74
47.245.26.12,443,443,true,NRT,Asia Pacific,Tokyo,95,9.74
47.236.23.242,80,80,false,SIN,Asia Pacific,Singapore,43,9.74
8.219.228.193,80,80,false,SIN,Asia Pacific,Singapore,12,9.74
8.219.98.13,8443,8443,true,SIN,Asia Pacific,Singapore,11,9.74
8.219.178.101,8880,8880,false,SIN,Asia Pacific,Singapore,31,9.74
8.219.92.78,2052,2052,false,SIN,Asia Pacific,Singapore,6,9.73
8.219.106.15,443,443,true,SIN,Asia Pacific,Singapore,64,9.73
47.91.31.235,8443,8443,true,NRT,Asia Pacific,Tokyo,82,9.73
47.74.34.73,2053,2053,true,NRT,Asia Pacific,Tokyo,212,9.73
47.245.9.228,80,80,false,NRT,Asia Pacific,Tokyo,181,9.73
8.222.164.209,2086,2086,false,SIN,Asia Pacific,Singapore,18,9.73
47.236.107.152,2053,2053,true,SIN,Asia Pacific,Singapore,155,9.73
8.219.140.63,2095,2095,false,SIN,Asia Pacific,Singapore,13,9.72
47.74.15.120,2082,2082,false,NRT,Asia Pacific,Tokyo,328,9.72
8.222.249.98,2095,2095,false,SIN,Asia Pacific,Singapore,27,9.72
8.218.127.249,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,9.71
47.74.13.94,2052,2052,false,NRT,Asia Pacific,Tokyo,204,9.71
47.91.21.149,8080,8080,false,NRT,Asia Pacific,Tokyo,418,9.71
47.245.39.49,2053,2053,true,NRT,Asia Pacific,Tokyo,89,9.71
47.245.11.216,2087,2087,true,NRT,Asia Pacific,Tokyo,84,9.71
47.245.41.198,8080,8080,false,NRT,Asia Pacific,Tokyo,499,9.71
8.219.102.93,2052,2052,false,SIN,Asia Pacific,Singapore,8,9.71
8.219.120.146,8443,8443,true,SIN,Asia Pacific,Singapore,80,9.70
47.245.10.77,8880,8880,false,NRT,Asia Pacific,Tokyo,424,9.70
8.222.248.36,2082,2082,false,SIN,Asia Pacific,Singapore,34,9.70
8.219.140.232,8080,8080,false,SIN,Asia Pacific,Singapore,41,9.70
47.91.23.146,2052,2052,false,NRT,Asia Pacific,Tokyo,75,9.69
8.219.103.126,2095,2095,false,SIN,Asia Pacific,Singapore,5,9.69
47.245.83.153,8880,8880,false,SIN,Asia Pacific,Singapore,18,9.69
47.245.4.219,2083,2083,true,NRT,Asia Pacific,Tokyo,295,9.68
8.219.67.50,2052,2052,false,SIN,Asia Pacific,Singapore,14,9.68
47.91.2.165,2053,2053,true,NRT,Asia Pacific,Tokyo,211,9.68
8.219.215.214,2082,2082,false,SIN,Asia Pacific,Singapore,18,9.68
47.245.114.163,80,80,false,SIN,Asia Pacific,Singapore,18,9.68
8.219.115.239,2053,2053,true,SIN,Asia Pacific,Singapore,86,9.67
47.74.23.99,2082,2082,false,NRT,Asia Pacific,Tokyo,425,9.67
8.219.254.28,2083,2083,true,SIN,Asia Pacific,Singapore,28,9.67
8.219.60.68,2087,2087,true,SIN,Asia Pacific,Singapore,160,9.66
8.219.114.221,2052,2052,false,SIN,Asia Pacific,Singapore,22,9.66
47.74.13.94,2082,2082,false,NRT,Asia Pacific,Tokyo,278,9.66
8.222.208.38,443,443,true,SIN,Asia Pacific,Singapore,65,9.65
8.219.170.223,2052,2052,false,SIN,Asia Pacific,Singapore,17,9.65
47.245.38.233,2086,2086,false,NRT,Asia Pacific,Tokyo,181,9.65
47.245.14.160,2087,2087,true,NRT,Asia Pacific,Tokyo,275,9.65
8.222.214.137,8880,8880,false,SIN,Asia Pacific,Singapore,10,9.65
8.219.57.61,8880,8880,false,SIN,Asia Pacific,Singapore,9,9.65
8.219.198.139,2083,2083,true,SIN,Asia Pacific,Singapore,72,9.65
47.245.8.156,80,80,false,NRT,Asia Pacific,Tokyo,444,9.65
8.222.218.40,2083,2083,true,SIN,Asia Pacific,Singapore,101,9.64
47.74.37.50,2095,2095,false,NRT,Asia Pacific,Tokyo,87,9.64
47.245.13.56,2082,2082,false,NRT,Asia Pacific,Tokyo,233,9.64
8.219.222.98,443,443,true,SIN,Asia Pacific,Singapore,81,9.64
47.74.52.104,8080,8080,false,NRT,Asia Pacific,Tokyo,137,9.64
47.91.14.69,2052,2052,false,NRT,Asia Pacific,Tokyo,77,9.64
47.74.13.66,8880,8880,false,NRT,Asia Pacific,Tokyo,132,9.63
8.219.242.37,2096,2096,true,SIN,Asia Pacific,Singapore,42,9.63
8.222.255.15,443,443,true,SIN,Asia Pacific,Singapore,105,9.63
8.219.76.211,80,80,false,SIN,Asia Pacific,Singapore,6,9.63
8.219.126.3,2053,2053,true,SIN,Asia Pacific,Singapore,47,9.63
47.245.9.99,2095,2095,false,NRT,Asia Pacific,Tokyo,203,9.62
8.219.175.127,2086,2086,false,SIN,Asia Pacific,Singapore,55,9.62
47.74.27.151,2082,2082,false,NRT,Asia Pacific,Tokyo,72,9.62
8.219.109.237,8880,8880,false,SIN,Asia Pacific,Singapore,7,9.62
8.222.241.42,2096,2096,true,SIN,Asia Pacific,Singapore,90,9.62
8.222.147.102,2095,2095,false,SIN,Asia Pacific,Singapore,34,9.62
47.74.13.24,443,443,true,NRT,Asia Pacific,Tokyo,255,9.61
47.74.19.240,2096,2096,true,NRT,Asia Pacific,Tokyo,292,9.61
8.219.71.3,80,80,false,SIN,Asia Pacific,Singapore,17,9.61
8.222.219.34,443,443,true,SIN,Asia Pacific,Singapore,99,9.61
47.245.14.216,2082,2082,false,NRT,Asia Pacific,Tokyo,234,9.61
8.222.186.17,2082,2082,false,SIN,Asia Pacific,Singapore,14,9.61
8.222.221.163,2086,2086,false,SIN,Asia Pacific,Singapore,19,9.61
47.74.5.99,8880,8880,false,NRT,Asia Pacific,Tokyo,199,9.61
8.219.104.242,443,443,true,SIN,Asia Pacific,Singapore,106,9.61
8.222.222.64,2083,2083,true,SIN,Asia Pacific,Singapore,106,9.61
47.74.26.132,2096,2096,true,NRT,Asia Pacific,Tokyo,342,9.61
8.219.159.232,2095,2095,false,SIN,Asia Pacific,Singapore,15,9.60
47.91.17.102,80,80,false,NRT,Asia Pacific,Tokyo,86,9.60
47.74.42.17,2082,2082,false,NRT,Asia Pacific,Tokyo,139,9.60
8.219.194.170,2086,2086,false,SIN,Asia Pacific,Singapore,20,9.60
8.219.153.143,2083,2083,true,SIN,Asia Pacific,Singapore,132,9.60
8.219.237.156,2095,2095,false,SIN,Asia Pacific,Singapore,17,9.60
8.219.76.211,8080,8080,false,SIN,Asia Pacific,Singapore,10,9.60
8.219.87.34,8880,8880,false,SIN,Asia Pacific,Singapore,5,9.60
8.222.137.192,2087,2087,true,SIN,Asia Pacific,Singapore,117,9.60
8.219.64.44,2082,2082,false,SIN,Asia Pacific,Singapore,22,9.59
47.74.41.136,8443,8443,true,NRT,Asia Pacific,Tokyo,166,9.59
8.219.237.250,8880,8880,false,SIN,Asia Pacific,Singapore,5,9.58
47.245.54.140,2082,2082,false,NRT,Asia Pacific,Tokyo,311,9.58
47.245.10.164,2053,2053,true,NRT,Asia Pacific,Tokyo,231,9.58
47.74.6.73,8880,8880,false,NRT,Asia Pacific,Tokyo,73,9.58
47.245.9.228,2082,2082,false,NRT,Asia Pacific,Tokyo,73,9.58
8.219.174.213,8880,8880,false,SIN,Asia Pacific,Singapore,23,9.58
47.245.34.36,2053,2053,true,NRT,Asia Pacific,Tokyo,170,9.58
8.219.107.199,2052,2052,false,SIN,Asia Pacific,Singapore,6,9.57
47.236.112.238,2052,2052,false,SIN,Asia Pacific,Singapore,28,9.57
47.245.110.233,2095,2095,false,SIN,Asia Pacific,Singapore,30,9.57
8.219.140.1,2095,2095,false,SIN,Asia Pacific,Singapore,7,9.57
47.236.109.189,80,80,false,SIN,Asia Pacific,Singapore,15,9.57
47.245.54.197,2082,2082,false,NRT,Asia Pacific,Tokyo,89,9.56
8.219.60.150,2082,2082,false,SIN,Asia Pacific,Singapore,8,9.56
8.219.73.252,2052,2052,false,SIN,Asia Pacific,Singapore,5,9.56
8.219.238.145,2083,2083,true,SIN,Asia Pacific,Singapore,60,9.56
8.222.212.172,2096,2096,true,SIN,Asia Pacific,Singapore,122,9.55
47.245.4.219,2083,2083,true,NRT,Asia Pacific,Tokyo,161,9.55
47.74.46.78,443,443,true,NRT,Asia Pacific,Tokyo,484,9.54
47.245.11.230,2082,2082,false,NRT,Asia Pacific,Tokyo,123,9.54
47.74.11.9,2087,2087,true,NRT,Asia Pacific,Tokyo,343,9.54
8.222.240.10,2083,2083,true,SIN,Asia Pacific,Singapore,50,9.54
8.219.222.98,80,80,false,SIN,Asia Pacific,Singapore,11,9.53
8.219.103.47,2083,2083,true,SIN,Asia Pacific,Singapore,140,9.53
47.74.61.146,2096,2096,true,NRT,Asia Pacific,Tokyo,137,9.53
8.219.126.240,8080,8080,false,SIN,Asia Pacific,Singapore,23,9.53
47.245.57.38,2096,2096,true,NRT,Asia Pacific,Tokyo,261,9.53
8.222.241.42,2095,2095,false,SIN,Asia Pacific,Singapore,11,9.53
47.245.59.188,2083,2083,true,NRT,Asia Pacific,Tokyo,180,9.53
8.219.152.195,8880,8880,false,SIN,Asia Pacific,Singapore,13,9.52
8.222.254.91,2096,2096,true,SIN,Asia Pacific,Singapore,148,9.52
8.219.222.98,2083,2083,true,SIN,Asia Pacific,Singapore,99,9.52
47.74.49.62,2095,2095,false,NRT,Asia Pacific,Tokyo,88,9.52
47.245.52.202,2087,2087,true,NRT,Asia Pacific,Tokyo,186,9.52
8.219.99.87,8880,8880,false,SIN,Asia Pacific,Singapore,19,9.52
47.74.37.50,2052,2052,false,NRT,Asia Pacific,Tokyo,77,9.51
47.74.34.162,2053,2053,true,NRT,Asia Pacific,Tokyo,87,9.51
47.245.126.232,2082,2082,false,SIN,Asia Pacific,Singapore,5,9.51
47.74.26.196,80,80,false,NRT,Asia Pacific,Tokyo,169,9.51
47.245.15.39,2096,2096,true,NRT,Asia Pacific,Tokyo,382,9.51
47.74.27.211,2053,2053,true,NRT,Asia Pacific,Tokyo,191,9.50
8.222.217.76,8443,8443,true,SIN,Asia Pacific,Singapore,81,9.50
8.219.122.96,2082,2082,false,SIN,Asia Pacific,Singapore,20,9.50
8.222.245.94,2052,2052,false,SIN,Asia Pacific,Singapore,56,9.50
47.245.58.175,80,80,false,NRT,Asia Pacific,Tokyo,197,9.50
8.222.224.17,2052,2052,false,SIN,Asia Pacific,Singapore,14,9.50
47.245.13.50,2053,2053,true,NRT,Asia Pacific,Tokyo,88,9.50
8.219.245.187,2095,2095,false,SIN,Asia Pacific,Singapore,13,9.50
47.245.8.185,2053,2053,true,NRT,Asia Pacific,Tokyo,155,9.50
8.219.138.48,8443,8443,true,SIN,Asia Pacific,Singapore,93,9.49
8.219.181.1,2082,2082,false,SIN,Asia Pacific,Singapore,5,9.49
8.222.197.251,2052,2052,false,SIN,Asia Pacific,Singapore,21,9.49
8.219.102.132,2096,2096,true,SIN,Asia Pacific,Singapore,50,9.49
8.219.174.213,2053,2053,true,SIN,Asia Pacific,Singapore,129,9.49
47.245.117.196,8880,8880,false,SIN,Asia Pacific,Singapore,4,9.49
8.219.142.30,2083,2083,true,SIN,Asia Pacific,Singapore,144,9.49
8.222.238.216,2086,2086,false,SIN,Asia Pacific,Singapore,21,9.49
47.245.83.153,2086,2086,false,SIN,Asia Pacific,Singapore,6,9.49
8.218.143.10,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,9.49
8.219.210.64,8880,8880,false,SIN,Asia Pacific,Singapore,7,9.49
8.219.2.189,2096,2096,true,SIN,Asia Pacific,Singapore,57,9.48
8.219.99.8,2053,2053,true,SIN,Asia Pacific,Singapore,62,9.48
8.219.66.156,443,443,true,SIN,Asia Pacific,Singapore,103,9.47
8.219.197.111,2052,2052,false,SIN,Asia Pacific,Singapore,24,9.47
8.222.218.4,2086,2086,false,SIN,Asia Pacific,Singapore,5,9.47
47.91.21.149,8080,8080,false,NRT,Asia Pacific,Tokyo,151,9.47
47.245.9.209,2096,2096,true,NRT,Asia Pacific,Tokyo,89,9.47
8.222.186.17,2082,2082,false,SIN,Asia Pacific,Singapore,16,9.47
8.219.85.241,2052,2052,false,SIN,Asia Pacific,Singapore,14,9.47
8.222.189.228,2052,2052,false,SIN,Asia Pacific,Singapore,9,9.46
8.209.241.128,2087,2087,true,NRT,Asia Pacific,Tokyo,81,9.46
8.222.208.83,443,443,true,SIN,Asia Pacific,Singapore,104,9.46
8.219.229.46,8880,8880,false,SIN,Asia Pacific,Singapore,42,9.46
8.222.248.36,2086,2086,false,SIN,Asia Pacific,Singapore,10,9.45
8.219.72.51,2083,2083,true,SIN,Asia Pacific,Singapore,126,9.45
47.245.42.210,8443,8443,true,NRT,Asia Pacific,Tokyo,196,9.45
8.219.117.145,2053,2053,true,SIN,Asia Pacific,Singapore,122,9.45
47.245.15.207,2086,2086,false,NRT,Asia Pacific,Tokyo,316,9.45
47.236.115.54,443,443,true,SIN,Asia Pacific,Singapore,75,9.45
47.91.14.62,2053,2053,true,NRT,Asia Pacific,Tokyo,114,9.45
47.74.54.145,2096,2096,true,NRT,Asia Pacific,Tokyo,76,9.45
8.222.245.188,8080,8080,false,SIN,Asia Pacific,Singapore,17,9.45
8.219.102.252,2087,2087,true,SIN,Asia Pacific,Singapore,60,9.44
47.245.62.84,2096,2096,true,NRT,Asia Pacific,Tokyo,371,9.44
8.219.110.105,2082,2082,false,SIN,Asia Pacific,Singapore,20,9.44
8.222.213.221,8443,8443,true,SIN,Asia Pacific,Singapore,83,9.44
8.219.102.93,2052,2052,false,SIN,Asia Pacific,Singapore,8,9.44
8.219.198.139,8880,8880,false,SIN,Asia Pacific,Singapore,10,9.44
8.219.110.105,2096,2096,true,SIN,Asia Pacific,Singapore,32,9.44
8.222.222.64,80,80,false,SIN,Asia Pacific,Singapore,28,9.44
8.219.103.57,8880,8880,false,SIN,Asia Pacific,Singapore,15,9.43
8.219.101.138,8080,8080,false,SIN,Asia Pacific,Singapore,22,9.43
47.245.3.137,8443,8443,true,NRT,Asia Pacific,Tokyo,106,9.43
8.222.221.109,8880,8880,false,SIN,Asia Pacific,Singapore,18,9.43
47.245.59.188,80,80,false,NRT,Asia Pacific,Tokyo,184,9.43
8.222.187.4,2086,2086,false,SIN,Asia Pacific,Singapore,10,9.43
47.245.104.150,2087,2087,true,SIN,Asia Pacific,Singapore,89,9.43
8.219.201.174,2086,2086,false,SIN,Asia Pacific,Singapore,13,9.43
8.219.142.229,8443,8443,true,SIN,Asia Pacific,Singapore,74,9.42
8.219.106.156,2053,2053,true,SIN,Asia Pacific,Singapore,56,9.42
47.91.21.149,2053,2053,true,NRT,Asia Pacific,Tokyo,352,9.42
8.222.252.49,8080,8080,false,SIN,Asia Pacific,Singapore,15,9.42
8.219.126.3,2083,2083,true,SIN,Asia Pacific,Singapore,63,9.42
8.219.76.182,2052,2052,false,SIN,Asia Pacific,Singapore,6,9.41
8.219.116.111,2083,2083,true,SIN,Asia Pacific,Singapore,64,9.41
47.74.34.38,8080,8080,false,NRT,Asia Pacific,Tokyo,75,9.41
8.222.218.4,2096,2096,true,SIN,Asia Pacific,Singapore,93,9.41
8.222.221.90,2086,2086,false,SIN,Asia Pacific,Singapore,24,9.41
47.245.13.50,2052,2052,false,NRT,Asia Pacific,Tokyo,281,9.41
8.219.153.143,2086,2086,false,SIN,Asia Pacific,Singapore,20,9.40
47.74.46.78,2082,2082,false,NRT,Asia Pacific,Tokyo,231,9.40
8.219.114.201,2086,2086,false,SIN,Asia Pacific,Singapore,4,9.40
47.74.7.51,2096,2096,true,NRT,Asia Pacific,Tokyo,124,9.40
47.245.37.29,8080,8080,false,NRT,Asia Pacific,Tokyo,135,9.40
8.222.219.34,2053,2053,true,SIN,Asia Pacific,Singapore,106,9.40
47.245.13.50,2086,2086,false,NRT,Asia Pacific,Tokyo,77,9.39
8.222.212.172,80,80,false,SIN,Asia Pacific,Singapore,29,9.39
8.219.72.51,8880,8880,false,SIN,Asia Pacific,Singapore,11,9.39
8.222.141.186,80,80,false,SIN,Asia Pacific,Singapore,14,9.39
8.219.140.1,2052,2052,false,SIN,Asia Pacific,Singapore,59,9.38
8.219.99.87,80,80,false,SIN,Asia Pacific,Singapore,9,9.38
8.209.222.31,2087,2087,true,NRT,Asia Pacific,Tokyo,92,9.38
47.245.15.236,2087,2087,true,NRT,Asia Pacific,Tokyo,157,9.37
8.219.228.186,443,443,true,SIN,Asia Pacific,Singapore,77,9.37
8.219.242.208,2053,2053,true,SIN,Asia Pacific,Singapore,94,9.37
8.222.255.15,8880,8880,false,SIN,Asia Pacific,Singapore,7,9.37
47.91.2.165,2087,2087,true,NRT,Asia Pacific,Tokyo,130,9.37
8.219.104.122,2082,2082,false,SIN,Asia Pacific,Singapore,5,9.37
47.74.6.241,8443,8443,true,NRT,Asia Pacific,Tokyo,106,9.36
8.218.3.12,2053,2053,true,HKG,Asia Pacific,Hong Kong,86,9.36
8.222.218.40,2053,2053,true,SIN,Asia Pacific,Singapore,145,9.36
47.91.25.66,2087,2087,true,NRT,Asia Pacific,Tokyo,78,9.36
47.91.21.127,80,80,false,NRT,Asia Pacific,Tokyo,75,9.36
47.245.8.156,2096,2096,true,NRT,Asia Pacific,Tokyo,81,9.36
8.219.238.145,8080,8080,false,SIN,Asia Pacific,Singapore,20,9.36
47.74.19.240,2052,2052,false,NRT,Asia Pacific,Tokyo,151,9.35
8.219.117.98,2087,2087,true,SIN,Asia Pacific,Singapore,56,9.35
47.91.14.69,2087,2087,true,NRT,Asia Pacific,Tokyo,153,9.35
8.219.142.191,2086,2086,false,SIN,Asia Pacific,Singapore,17,9.35
8.219.114.223,2052,2052,false,SIN,Asia Pacific,Singapore,46,9.35
8.222.208.83,8080,8080,false,SIN,Asia Pacific,Singapore,12,9.35
8.219.228.193,8880,8880,false,SIN,Asia Pacific,Singapore,13,9.35
8.219.242.37,2082,2082,false,SIN,Asia Pacific,Singapore,6,9.34
47.74.42.111,2095,2095,false,NRT,Asia Pacific,Tokyo,324,9.34
8.219.103.57,80,80,false,SIN,Asia Pacific,Singapore,22,9.34
8.219.242.37,2082,2082,false,SIN,Asia Pacific,Singapore,25,9.34
8.222.210.237,8080,8080,false,SIN,Asia Pacific,Singapore,12,9.34
8.222.244.123,2086,2086,false,SIN,Asia Pacific,Singapore,21,9.34
8.219.67.133,8443,8443,true,SIN,Asia Pacific,Singapore,95,9.34
8.219.201.174,2083,2083,true,SIN,Asia Pacific,Singapore,92,9.33
47.245.114.114,2096,2096,true,SIN,Asia Pacific,Singapore,41,9.33
47.245.41.69,2096,2096,true,NRT,Asia Pacific,Tokyo,93,9.33
8.219.193.202,2082,2082,false,SIN,Asia Pacific,Singapore,14,9.33
8.222.213.120,2083,2083,true,SIN,Asia Pacific,Singapore,130,9.33
47.91.25.66,2083,2083,true,NRT,Asia Pacific,Tokyo,189,9.33
47.74.10.135,2083,2083,true,NRT,Asia Pacific,Tokyo,451,9.33
8.222.162.31,2095,2095,false,SIN,Asia Pacific,Singapore,9,9.32
8.219.223.133,2082,2082,false,SIN,Asia Pacific,Singapore,11,9.32
8.218.136.25,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,9.32
8.219.67.133,8443,8443,true,SIN,Asia Pacific,Singapore,46,9.32
8.222.210.237,2087,2087,true,SIN,Asia Pacific,Singapore,50,9.31
47.245.42.210,2095,2095,false,NRT,Asia Pacific,Tokyo,101,9.31
8.219.160.178,2096,2096,true,SIN,Asia Pacific,Singapore,72,9.31
8.219.102.196,2053,2053,true,SIN,Asia Pacific,Singapore,102,9.30
47.245.10.164,2086,2086,false,NRT,Asia Pacific,Tokyo,193,9.30
47.236.101.228,2083,2083,true,SIN,Asia Pacific,Singapore,161,9.30
8.219.157.97,2083,2083,true,SIN,Asia Pacific,Singapore,109,9.30
47.74.27.151,8880,8880,false,NRT,Asia Pacific,Tokyo,157,9.30
47.245.11.118,2086,2086,false,NRT,Asia Pacific,Tokyo,308,9.30
8.219.100.155,2086,2086,false,SIN,Asia Pacific,Singapore,5,9.30
8.219.140.232,2083,2083,true,SIN,Asia Pacific,Singapore,82,9.30
47.91.25.66,2096,2096,true,NRT,Asia Pacific,Tokyo,128,9.30
8.219.87.34,443,443,true,SIN,Asia Pacific,Singapore,85,9.30
8.222.245.94,2096,2096,true,SIN,Asia Pacific,Singapore,43,9.29
47.245.83.153,80,80,false,SIN,Asia Pacific,Singapore,19,9.29
8.222.255.15,2083,2083,true,SIN,Asia Pacific,Singapore,81,9.29
47.245.86.39,2082,2082,false,SIN,Asia Pacific,Singapore,14,9.29
8.219.201.174,2086,2086,false,SIN,Asia Pacific,Singapore,5,9.29
47.245.26.167,2096,2096,true,NRT,Asia Pacific,Tokyo,382,9.28
47.74.11.251,2053,2053,true,NRT,Asia Pacific,Tokyo,372,9.28
8.222.241.42,2082,2082,false,SIN,Asia Pacific,Singapore,29,9.27
47.74.6.73,8880,8880,false,NRT,Asia Pacific,Tokyo,74,9.27
8.219.109.237,2052,2052,false,SIN,Asia Pacific,Singapore,25,9.27
8.219.254.128,80,80,false,SIN,Asia Pacific,Singapore,28,9.27
47.236.102.195,2095,2095,false,SIN,Asia Pacific,Singapore,24,9.27
8.222.221.163,8080,8080,false,SIN,Asia Pacific,Singapore,13,9.27
47.236.0.246,8880,8880,false,SIN,Asia Pacific,Singapore,25,9.27
47.236.13.236,2052,2052,false,SIN,Asia Pacific,Singapore,28,9.27
8.222.210.182,2083,2083,true,SIN,Asia Pacific,Singapore,93,9.26
8.219.238.145,2052,2052,false,SIN,Asia Pacific,Singapore,21,9.26
8.219.12.152,2096,2096,true,SIN,Asia Pacific,Singapore,49,9.26
8.219.174.142,2096,2096,true,SIN,Asia Pacific,Singapore,71,9.26
47.245.10.228,2083,2083,true,NRT,Asia Pacific,Tokyo,79,9.26
8.222.253.235,2096,2096,true,SIN,Asia Pacific,Singapore,101,9.26
47.74.14.85,2086,2086,false,NRT,Asia Pacific,Tokyo,310,9.26
47.74.42.111,2083,2083,true,NRT,Asia Pacific,Tokyo,183,9.26
47.245.8.68,8443,8443,true,NRT,Asia Pacific,Tokyo,205,9.26
8.219.99.8,2082,2082,false,SIN,Asia Pacific,Singapore,12,9.25
8.219.57.61,8443,8443,true,SIN,Asia Pacific,Singapore,91,9.25
8.209.243.137,2086,2086,false,NRT,Asia Pacific,Tokyo,300,9.24
8.219.228.193,2086,2086,false,SIN,Asia Pacific,Singapore,15,9.24
8.219.177.207,2096,2096,true,SIN,Asia Pacific,Singapore,81,9.24
8.222.222.64,2082,2082,false,SIN,Asia Pacific,Singapore,27,9.23
8.219.104.122,2087,2087,true,SIN,Asia Pacific,Singapore,94,9.23
8.222.239.214,8080,8080,false,SIN,Asia Pacific,Singapore,43,9.23
47.91.31.231,2086,2086,false,NRT,Asia Pacific,Tokyo,170,9.23
8.219.114.201,2053,2053,true,SIN,Asia Pacific,Singapore,105,9.23
47.245.37.98,8080,8080,false,NRT,Asia Pacific,Tokyo,231,9.23
47.245.127.162,2096,2096,true,SIN,Asia Pacific,Singapore,92,9.23
8.222.201.181,8080,8080,false,SIN,Asia Pacific,Singapore,11,9.22
8.219.117.145,2083,2083,true,SIN,Asia Pacific,Singapore,75,9.22
8.219.181.1,8443,8443,true,SIN,Asia Pacific,Singapore,31,9.22
8.219.252.191,8080,8080,false,SIN,Asia Pacific,Singapore,24,9.22
47.74.26.196,2082,2082,false,NRT,Asia Pacific,Tokyo,199,9.22
8.219.117.98,2053,2053,true,SIN,Asia Pacific,Singapore,156,9.21
8.222.174.213,80,80,false,SIN,Asia Pacific,Singapore,4,9.21
47.236.117.48,8443,8443,true,SIN,Asia Pacific,Singapore,42,9.21
8.222.140.87,2083,2083,true,SIN,Asia Pacific,Singapore,84,9.21
8.219.102.196,2083,2083,true,SIN,Asia Pacific,Singapore,61,9.21
8.222.254.91,443,443,true,SIN,Asia Pacific,Singapore,96,9.21
8.222.136.9,80,80,false,SIN,Asia Pacific,Singapore,25,9.21
8.219.156.148,8443,8443,true,SIN,Asia Pacific,Singapore,76,9.21
8.219.159.232,2053,2053,true,SIN,Asia Pacific,Singapore,93,9.20
8.222.238.216,8080,8080,false,SIN,Asia Pacific,Singapore,18,9.20
47.74.27.211,2052,2052,false,NRT,Asia Pacific,Tokyo,308,9.20
8.219.66.22,2052,2052,false,SIN,Asia Pacific,Singapore,26,9.20
47.74.34.135,2053,2053,true,NRT,Asia Pacific,Tokyo,173,9.20
8.219.72.50,2087,2087,true,SIN,Asia Pacific,Singapore,86,9.20
47.76.34.158,80,0,false,HKG,Asia Pacific,Hong Kong,37,9.20
47.91.17.102,80,80,false,NRT,Asia Pacific,Tokyo,345,9.20
8.219.201.8,2052,2052,false,SIN,Asia Pacific,Singapore,38,9.20
47.245.90.75,80,80,false,SIN,Asia Pacific,Singapore,6,9.19
8.219.126.3,8080,8080,false,SIN,Asia Pacific,Singapore,28,9.19
8.222.248.36,8880,8880,false,SIN,Asia Pacific,Singapore,16,9.19
47.245.29.64,8880,8880,false,NRT,Asia Pacific,Tokyo,191,9.19
8.222.209.223,80,80,false,SIN,Asia Pacific,Singapore,7,9.19
8.219.101.72,2083,2083,true,SIN,Asia Pacific,Singapore,92,9.19
8.222.133.63,2087,2087,true,SIN,Asia Pacific,Singapore,71,9.19
47.245.41.169,2096,2096,true,NRT,Asia Pacific,Tokyo,203,9.19
47.74.16.67,8080,8080,false,NRT,Asia Pacific,Tokyo,239,9.18
47.245.41.69,2083,2083,true,NRT,Asia Pacific,Tokyo,215,9.18
8.219.237.250,2095,2095,false,SIN,Asia Pacific,Singapore,5,9.18
8.222.189.228,8880,8880,false,SIN,Asia Pacific,Singapore,9,9.18
8.219.72.100,2096,2096,true,SIN,Asia Pacific,Singapore,97,9.18
47.74.27.94,8880,8880,false,NRT,Asia Pacific,Tokyo,273,9.18
8.219.72.100,2083,2083,true,SIN,Asia Pacific,Singapore,77,9.18
8.219.67.29,2086,2086,false,SIN,Asia Pacific,Singapore,15,9.17
8.219.67.29,8080,8080,false,SIN,Asia Pacific,Singapore,8,9.17
8.219.120.112,2086,2086,false,SIN,Asia Pacific,Singapore,10,9.17
47.245.11.230,2082,2082,false,NRT,Asia Pacific,Tokyo,77,9.17
8.219.210.64,8443,8443,true,SIN,Asia Pacific,Singapore,151,9.17
47.245.58.175,2095,2095,false,NRT,Asia Pacific,Tokyo,369,9.17
8.219.72.51,8080,8080,false,SIN,Asia Pacific,Singapore,24,9.17
8.219.254.28,2095,2095,false,SIN,Asia Pacific,Singapore,14,9.16
8.219.228.193,8080,8080,false,SIN,Asia Pacific,Singapore,8,9.16
8.222.222.64,2082,2082,false,SIN,Asia Pacific,Singapore,23,9.16
